pmid,pmcid,doi,title,authors,year,month,day,journal,volume,issue,pages,abstract
25844318,PMC4375786,10.1016/j.nicl.2015.02.018,Functional connectivity modeling of consistent cortico-striatal degeneration in Huntington's disease.,"['Dogan I', 'Eickhoff CR', 'Fox PT', 'Laird AR', 'Schulz JB', 'Eickhoff SB', 'Reetz K']",2015,10,23,Neuroimage Clin,7,,640-52,"Huntington's disease (HD) is a progressive neurodegenerative disorder characterized by a complex neuropsychiatric phenotype. In a recent meta-analysis we identified core regions of consistent neurodegeneration in premanifest HD in the striatum and middle occipital gyrus (MOG). For early manifest HD convergent evidence of atrophy was most prominent in the striatum, motor cortex (M1) and inferior frontal junction (IFJ). The aim of the present study was to functionally characterize this topography of brain atrophy and to investigate differential connectivity patterns formed by consistent cortico-striatal atrophy regions in HD. Using areas of striatal and cortical atrophy at different disease stages as seeds, we performed task-free resting-state and task-based meta-analytic connectivity modeling (MACM). MACM utilizes the large data source of the BrainMap database and identifies significant areas of above-chance co-activation with the seed-region via the activation-likelihood-estimation approach. In order to delineate functional networks formed by cortical as well as striatal atrophy regions we computed the conjunction between the co-activation profiles of striatal and cortical seeds in the premanifest and manifest stages of HD, respectively. Functional characterization of the seeds was obtained using the behavioral meta-data of BrainMap. Cortico-striatal atrophy seeds of the premanifest stage of HD showed common co-activation with a rather cognitive network including the striatum, anterior insula, lateral prefrontal, premotor, supplementary motor and parietal regions. A similar but more pronounced co-activation pattern, additionally including the medial prefrontal cortex and thalamic nuclei was found with striatal and IFJ seeds at the manifest HD stage. The striatum and M1 were functionally connected mainly to premotor and sensorimotor areas, posterior insula, putamen and thalamus. Behavioral characterization of the seeds confirmed that experiments activating the MOG or IFJ in conjunction with the striatum were associated with cognitive functions, while the network formed by M1 and the striatum was driven by motor-related tasks. Thus, based on morphological changes in HD, we identified functionally distinct cortico-striatal networks resembling a cognitive and motor loop, which may be prone to early disruptions in different stages of the disease and underlie HD-related cognitive and motor symptom profiles. Our findings provide an important link between morphometrically defined seed-regions and corresponding functional circuits highlighting the functional and ensuing clinical relevance of structural damage in HD."
25749860,PMC5558201,10.1007/s00429-015-1022-y,"Modeling the effective connectivity of the visual network in healthy and photosensitive, epileptic baboons.","['Akos Szabo C', 'Salinas FS', 'Li K', 'Franklin C', 'Leland MM', 'Fox PT', 'Laird AR', 'Narayana S']",2016,5,23,Brain Struct Funct,221,4,2023-33,"The baboon provides a model of photosensitive, generalized epilepsy. This study compares cerebral blood flow responses during intermittent light stimulation (ILS) between photosensitive (PS) and healthy control (CTL) baboons using H 2 (15) O-PET. We examined effective connectivity associated with visual stimulation in both groups using structural equation modeling (SEM). Eight PS and six CTL baboons, matched for age, gender and weight, were classified on the basis of scalp EEG findings performed during the neuroimaging studies. Five H 2 (15) O-PET studies were acquired alternating between resting and activation (ILS at 25 Hz) scans. PET images were acquired in 3D mode and co-registered with MRI. SEM demonstrated differences in neural connectivity between PS and CTL groups during ILS that were not previously identified using traditional activation analyses. First-level pathways consisted of similar posterior-to-anterior projections in both groups. While second-level pathways were mainly lateralized to the left hemisphere in the CTL group, they consisted of bilateral anterior-to-posterior projections in the PS baboons. Third- and fourth-level pathways were only evident in PS baboons. This is the first functional neuroimaging study used to model the photoparoxysmal response (PPR) using a primate model of photosensitive, generalized epilepsy. Evidence of increased interhemispheric connectivity and bidirectional feedback loops in the PS baboons represents electrophysiological synchronization associated with the generation of epileptic discharges. PS baboons demonstrated decreased model stability compared to controls, which may be attributed to greater variability in the driving response or PPRs, or to the influence of regions not included in the model."
25733379,PMC4777354,10.1002/hbm.22777,Connectivity and functional profiling of abnormal brain structures in pedophilia.,"['Poeppl TB', 'Eickhoff SB', 'Fox PT', 'Laird AR', 'Rupprecht R', 'Langguth B', 'Bzdok D']",2015,6,23,Hum Brain Mapp,36,6,2374-86,"Despite its 0.5-1% lifetime prevalence in men and its general societal relevance, neuroimaging investigations in pedophilia are scarce. Preliminary findings indicate abnormal brain structure and function. However, no study has yet linked structural alterations in pedophiles to both connectional and functional properties of the aberrant hotspots. The relationship between morphological alterations and brain function in pedophilia as well as their contribution to its psychopathology thus remain unclear. First, we assessed bimodal connectivity of structurally altered candidate regions using meta-analytic connectivity modeling (MACM) and resting-state correlations employing openly accessible data. We compared the ensuing connectivity maps to the activation likelihood estimation (ALE) maps of a recent quantitative meta-analysis of brain activity during processing of sexual stimuli. Second, we functionally characterized the structurally altered regions employing meta-data of a large-scale neuroimaging database. Candidate regions were functionally connected to key areas for processing of sexual stimuli. Moreover, we found that the functional role of structurally altered brain regions in pedophilia relates to nonsexual emotional as well as neurocognitive and executive functions, previously reported to be impaired in pedophiles. Our results suggest that structural brain alterations affect neural networks for sexual processing by way of disrupted functional connectivity, which may entail abnormal sexual arousal patterns. The findings moreover indicate that structural alterations account for common affective and neurocognitive impairments in pedophilia. The present multimodal integration of brain structure and function analyses links sexual and nonsexual psychopathology in pedophilia."
25692068,PMC4321681,10.1155/2015/783106,Functional activation and effective connectivity differences in adolescent marijuana users performing a simulated gambling task.,"['Acheson A', 'Ray KL', 'Hines CS', 'Li K', 'Dawes MA', 'Mathias CW', 'Dougherty DM', 'Laird AR']",2015,10,23,J Addict,2015,,783106,"Background. Adolescent marijuana use is associated with structural and functional differences in forebrain regions while performing memory and attention tasks. In the present study, we investigated neural processing in adolescent marijuana users experiencing rewards and losses. Fourteen adolescents with frequent marijuana use (>5 uses per week) and 14 nonuser controls performed a computer task where they were required to guess the outcome of a simulated coin flip while undergoing magnetic resonance imaging. Results. Across all participants, ""Wins"" and ""Losses"" were associated with activations including cingulate, middle frontal, superior frontal, and inferior frontal gyri and declive activations. Relative to controls, users had greater activity in the middle and inferior frontal gyri, caudate, and claustrum during ""Wins"" and greater activity in the anterior and posterior cingulate, middle frontal gyrus, insula, claustrum, and declive during ""Losses."" Effective connectivity analyses revealed similar overall network interactions among these regions for users and controls during both ""Wins"" and ""Losses."" However, users and controls had significantly different causal interactions for 10 out of 28 individual paths during the ""Losses"" condition. Conclusions. Collectively, these results indicate adolescent marijuana users have enhanced neural responses to simulated monetary rewards and losses and relatively subtle differences in effective connectivity."
25662104,PMC4494985,10.1016/j.biopsych.2014.12.021,Neurobiological impact of nicotinic acetylcholine receptor agonists: an activation likelihood estimation meta-analysis of pharmacologic neuroimaging studies.,"['Sutherland MT', 'Ray KL', 'Riedel MC', 'Yanes JA', 'Stein EA', 'Laird AR']",2015,11,15,Biol Psychiatry,78,10,711-20,"BACKGROUND: Nicotinic acetylcholine receptor (nAChR) agonists augment cognition among cigarette smokers and nonsmokers, yet the systems-level neurobiological mechanisms underlying such improvements are not fully understood. Aggregating neuroimaging results regarding nAChR agonists provides a means to identify common functional brain changes that may be related to procognitive drug effects. METHODS: We conducted a meta-analysis of pharmacologic neuroimaging studies within the activation likelihood estimation framework. We identified published studies contrasting a nAChR drug condition versus a baseline and coded each contrast by activity change direction (decrease or increase), participant characteristics (smokers or nonsmokers), and drug manipulation employed (pharmacologic administration or cigarette smoking). RESULTS: When considering all studies, nAChR agonist administration was associated with activity decreases in multiple regions, including the ventromedial prefrontal cortex (vmPFC), posterior cingulate cortex (PCC), parahippocampus, insula, and the parietal and precentral cortices. Conversely, activity increases were observed in lateral frontoparietal cortices, the anterior cingulate cortex, thalamus, and cuneus. Exploratory analyses indicated that both smokers and nonsmokers showed activity decreases in the vmPFC and PCC, and increases in lateral frontoparietal regions. Among smokers, both pharmacologic administration and cigarette smoking were associated with activity decreases in the vmPFC, PCC, and insula and increases in the lateral PFC, dorsal anterior cingulate cortex, thalamus, and cuneus. CONCLUSIONS: These results provide support for the systems-level perspective that nAChR agonists suppress activity in default-mode network regions and enhance activity in executive control network regions in addition to reducing activation of some task-related regions. We speculate these are potential mechanisms by which nAChR agonists enhance cognition."
25462801,PMC4780672,10.1016/j.neuroimage.2014.11.009,Subspecialization in the human posterior medial cortex.,"['Bzdok D', 'Heeger A', 'Langner R', 'Laird AR', 'Fox PT', 'Palomero-Gallagher N', 'Vogt BA', 'Zilles K', 'Eickhoff SB']",2015,2,1,Neuroimage,106,,55-71,"The posterior medial cortex (PMC) is particularly poorly understood. Its neural activity changes have been related to highly disparate mental processes. We therefore investigated PMC properties with a data-driven exploratory approach. First, we subdivided the PMC by whole-brain coactivation profiles. Second, functional connectivity of the ensuing PMC regions was compared by task-constrained meta-analytic coactivation mapping (MACM) and task-unconstrained resting-state correlations (RSFC). Third, PMC regions were functionally described by forward/reverse functional inference. A precuneal cluster was mostly connected to the intraparietal sulcus, frontal eye fields, and right temporo-parietal junction; associated with attention and motor tasks. A ventral posterior cingulate cortex (PCC) cluster was mostly connected to the ventromedial prefrontal cortex and middle left inferior parietal cortex (IPC); associated with facial appraisal and language tasks. A dorsal PCC cluster was mostly connected to the dorsomedial prefrontal cortex, anterior/posterior IPC, posterior midcingulate cortex, and left dorsolateral prefrontal cortex; associated with delay discounting. A cluster in the retrosplenial cortex was mostly connected to the anterior thalamus and hippocampus. Furthermore, all PMC clusters were congruently coupled with the default mode network according to task-unconstrained but not task-constrained connectivity. We thus identified distinct regions in the PMC and characterized their neural networks and functional implications."
25331597,PMC4677979,10.1093/cercor/bhu250,Functional Segregation of the Human Dorsomedial Prefrontal Cortex.,"['Eickhoff SB', 'Laird AR', 'Fox PT', 'Bzdok D', 'Hensel L']",2016,1,23,Cereb Cortex,26,1,304-21,"The human dorsomedial prefrontal cortex (dmPFC) has been implicated in various complex cognitive processes, including social cognition. To unravel its functional organization, we assessed the dmPFC's regional heterogeneity, connectivity patterns, and functional profiles. First, the heterogeneity of a dmPFC seed, engaged during social processing, was investigated by assessing local differences in whole-brain coactivation profiles. Second, functional connectivity of the ensuing dmPFC clusters was compared by task-constrained meta-analytic coactivation mapping and task-unconstrained resting-state correlations. Third, dmPFC clusters were functionally profiled by forward/reverse inference. The dmPFC seed was thus segregated into 4 clusters (rostroventral, rostrodorsal, caudal-right, and caudal-left). Both rostral clusters were connected to the amygdala and hippocampus and associated with memory and social cognitive tasks in functional decoding. The rostroventral cluster exhibited strongest connectivity to the default mode network. Unlike the rostral segregation, the caudal dmPFC was divided by hemispheres. The caudal-right cluster was strongly connected to a frontoparietal network (dorsal attention network), whereas the caudal-left cluster was strongly connected to the anterior midcingulate cortex and bilateral anterior insula (salience network). In conclusion, we demonstrate that a dmPFC seed reflecting social processing can be divided into 4 separate functional modules that contribute to distinct facets of advanced human cognition."
25100166,PMC4545589,10.1001/jamapsychiatry.2014.660,Developmental meta-analyses of the functional neural correlates of bipolar disorder.,"['Wegbreit E', 'Cushman GK', 'Puzia ME', 'Weissman AB', 'Kim KL', 'Laird AR', 'Dickstein DP']",2014,8,23,JAMA Psychiatry,71,8,926-35,"IMPORTANCE: Bipolar disorder (BD) is a debilitating mental illness associated with high costs to diagnosed individuals and society. Within the past 2 decades, increasing numbers of children and adolescents have been diagnosed as having BD. While functional magnetic resonance imaging (fMRI) studies have begun to investigate the neural mechanisms underlying BD, few have directly compared differences in youths with BD and adults with BD (hereafter BD-youths and BD-adults, respectively). OBJECTIVE: To test the hypothesis that BD-youths (<18 years old) would show greater convergence of amygdala hyperactivation and prefrontal cortical hypoactivation vs BD-adults. DATA SOURCES: PubMed and PsycINFO databases were searched on July 17, 2013, for original, task-related coordinate-based fMRI articles. STUDY SELECTION: In total, 21 pediatric studies, 73 adult studies, and 2 studies containing distinct pediatric and adult groups within the same study met inclusion criteria for our ALE analyses. DATA EXTRACTION AND SYNTHESIS: Coordinates of significant between-group differences were extracted from each published study. Recent improvements in GingerALE software were used to perform direct comparisons of pediatric and adult fMRI findings. We conducted activation likelihood estimation (ALE) meta-analyses directly comparing the voxelwise convergence of fMRI findings in BD-youths vs BD-adults, both relative to healthy control (HC) participants. RESULTS: Analyses of emotional face recognition fMRI studies showed significantly greater convergence of amygdala hyperactivation among BD-youths than BD-adults. More broadly, analyses of fMRI studies using emotional stimuli showed significantly greater convergence of hyperactivation among BD-youths than BD-adults in the inferior frontal gyrus and precuneus. In contrast, analyses of fMRI studies using nonemotional cognitive tasks and analyses aggregating emotional and nonemotional tasks showed significantly greater convergence of hypoactivation among BD-youths than BD-adults in the anterior cingulate cortex. CONCLUSIONS AND RELEVANCE: Our data suggest that amygdala, prefrontal, and visual system hyperactivation is important in the emotional dysfunction present in BD-youths, as well as that anterior cingulate cortex hypoactivation is relevant to the cognitive deficits in BD-youths. Future studies are required to determine if the developmental fMRI differences between BD-youths and BD-adults identified by our ALE meta-analyses are useful as brain-based diagnostic or treatment markers of BD, including either longitudinal neuroimaging studies of BD-youths as they become adults or cross-sectional imaging studies directly comparing BD-youths with BD-adults."
25093071,PMC4108869,10.1186/2041-1480-5-S1-S2,Statistical algorithms for ontology-based annotation of scientific literature.,"['Chakrabarti C', 'Jones TB', 'Luger GF', 'Xu JF', 'Turner MD', 'Laird AR', 'Turner JA']",2014,10,23,J Biomed Semantics,5,Suppl 1 Proceedings of the Bio-Ontologies Spec Interest G,S2,"BACKGROUND: Ontologies encode relationships within a domain in robust data structures that can be used to annotate data objects, including scientific papers, in ways that ease tasks such as search and meta-analysis. However, the annotation process requires significant time and effort when performed by humans. Text mining algorithms can facilitate this process, but they render an analysis mainly based upon keyword, synonym and semantic matching. They do not leverage information embedded in an ontology's structure. METHODS: We present a probabilistic framework that facilitates the automatic annotation of literature by indirectly modeling the restrictions among the different classes in the ontology. Our research focuses on annotating human functional neuroimaging literature within the Cognitive Paradigm Ontology (CogPO). We use an approach that combines the stochastic simplicity of naive Bayes with the formal transparency of decision trees. Our data structure is easily modifiable to reflect changing domain knowledge. RESULTS: We compare our results across naive Bayes, Bayesian Decision Trees, and Constrained Decision Tree classifiers that keep a human expert in the loop, in terms of the quality measure of the F1-mirco score. CONCLUSIONS: Unlike traditional text mining algorithms, our framework can model the knowledge encoded by the dependencies in an ontology, albeit indirectly. We successfully exploit the fact that CogPO has explicitly stated restrictions, and implicit dependencies in the form of patterns in the expert curated annotations."
25042764,PMC4157091,10.1016/j.biopsycho.2014.06.008,Gender differences in working memory networks: a BrainMap meta-analysis.,"['Hill AC', 'Laird AR', 'Robinson JL']",2014,10,23,Biol Psychol,102,,18-29,"Gender differences in psychological processes have been of great interest in a variety of fields. While the majority of research in this area has focused on specific differences in relation to test performance, this study sought to determine the underlying neurofunctional differences observed during working memory, a pivotal cognitive process shown to be predictive of academic achievement and intelligence. Using the BrainMap database, we performed a meta-analysis and applied activation likelihood estimation to our search set. Our results demonstrate consistent working memory networks across genders, but also provide evidence for gender-specific networks whereby females consistently activate more limbic (e.g., amygdala and hippocampus) and prefrontal structures (e.g., right inferior frontal gyrus), and males activate a distributed network inclusive of more parietal regions. These data provide a framework for future investigations using functional or effective connectivity methods to elucidate the underpinnings of gender differences in neural network recruitment during working memory tasks."
25032500,PMC4782802,10.1146/annurev-neuro-062012-170320,Meta-analysis in human neuroimaging: computational modeling of large-scale databases.,"['Fox PT', 'Lancaster JL', 'Laird AR', 'Eickhoff SB']",2014,10,23,Annu Rev Neurosci,37,,409-34,"Spatial normalization--applying standardized coordinates as anatomical addresses within a reference space--was introduced to human neuroimaging research nearly 30 years ago. Over these three decades, an impressive series of methodological advances have adopted, extended, and popularized this standard. Collectively, this work has generated a methodologically coherent literature of unprecedented rigor, size, and scope. Large-scale online databases have compiled these observations and their associated meta-data, stimulating the development of meta-analytic methods to exploit this expanding corpus. Coordinate-based meta-analytic methods have emerged and evolved in rigor and utility. Early methods computed cross-study consensus, in a manner roughly comparable to traditional (nonimaging) meta-analysis. Recent advances now compute coactivation-based connectivity, connectivity-based functional parcellation, and complex network models powered from data sets representing tens of thousands of subjects. Meta-analyses of human neuroimaging data in large-scale databases now stand at the forefront of computational neurobiology."
24945668,PMC4112007,10.1016/j.neuroimage.2014.06.007,Meta-analytic connectivity modeling revisited: controlling for activation base rates.,"['Langner R', 'Rottschy C', 'Laird AR', 'Fox PT', 'Eickhoff SB']",2014,10,1,Neuroimage,99,,559-70,"Co-activation of distinct brain regions is a measure of functional interaction, or connectivity, between those regions. The co-activation pattern of a given region can be investigated using seed-based activation likelihood estimation meta-analysis of functional neuroimaging data stored in databases such as BrainMap. This method reveals inter-regional functional connectivity by determining brain regions that are consistently co-activated with a given region of interest (the ""seed"") across a broad range of experiments. In current implementations of this meta-analytic connectivity modeling (MACM), significant spatial convergence (i.e. consistent co-activation) is distinguished from noise by comparing it against an unbiased null-distribution of random spatial associations between experiments according to which all gray-matter voxels have the same chance of convergence. As the a priori probability of finding activation in different voxels markedly differs across the brain, computing such a quasi-rectangular null-distribution renders the detection of significant convergence more likely in those voxels that are frequently activated. Here, we propose and test a modified MACM approach that takes this activation frequency bias into account. In this new specific co-activation likelihood estimation (SCALE) algorithm, a null-distribution is generated that reflects the base rate of reporting activation in any given voxel and thus equalizes the a priori chance of finding across-study convergence in each voxel of the brain. Using four exemplary seed regions (right visual area V4, left anterior insula, right intraparietal sulcus, and subgenual cingulum), our tests corroborated the enhanced specificity of the modified algorithm, indicating that SCALE may be especially useful for delineating distinct core networks of co-activation."
24869925,PMC4782795,10.1007/s00429-014-0791-z,Neural networks related to dysfunctional face processing in autism spectrum disorder.,"['Nickl-Jockschat T', 'Rottschy C', 'Thommes J', 'Schneider F', 'Laird AR', 'Fox PT', 'Eickhoff SB']",2015,7,23,Brain Struct Funct,220,4,2355-71,"One of the most consistent neuropsychological findings in autism spectrum disorders (ASD) is a reduced interest in and impaired processing of human faces. We conducted an activation likelihood estimation meta-analysis on 14 functional imaging studies on neural correlates of face processing enrolling a total of 164 ASD patients. Subsequently, normative whole-brain functional connectivity maps for the identified regions of significant convergence were computed for the task-independent (resting-state) and task-dependent (co-activations) state in healthy subjects. Quantitative functional decoding was performed by reference to the BrainMap database. Finally, we examined the overlap of the delineated network with the results of a previous meta-analysis on structural abnormalities in ASD as well as with brain regions involved in human action observation/imitation. We found a single cluster in the left fusiform gyrus showing significantly reduced activation during face processing in ASD across all studies. Both task-dependent and task-independent analyses indicated significant functional connectivity of this region with the temporo-occipital and lateral occipital cortex, the inferior frontal and parietal cortices, the thalamus and the amygdala. Quantitative reverse inference then indicated an association of these regions mainly with face processing, affective processing, and language-related tasks. Moreover, we found that the cortex in the region of right area V5 displaying structural changes in ASD patients showed consistent connectivity with the region showing aberrant responses in the context of face processing. Finally, this network was also implicated in the human action observation/imitation network. In summary, our findings thus suggest a functionally and structurally disturbed network of occipital regions related primarily to face (but potentially also language) processing, which interact with inferior frontal as well as limbic regions and may be the core of aberrant face processing and reduced interest in faces in ASD."
24844743,PMC4251452,10.1016/j.neuroimage.2014.05.030,Comparison of structural covariance with functional connectivity approaches exemplified by an investigation of the left anterior insula.,"['Clos M', 'Rottschy C', 'Laird AR', 'Fox PT', 'Eickhoff SB']",2014,10,1,Neuroimage,99,,269-80,"The anterior insula is a multifunctional region involved in various cognitive, perceptual and socio-emotional processes. In particular, a portion of the left anterior insula is closely associated with working memory processes in healthy participants and shows gray matter reduction in schizophrenia. To unravel the functional networks related to this left anterior insula region, we here combined resting state connectivity, meta-analytic-connectivity modeling (MACM) and structural covariance (SC) in addition to functional characterization based on BrainMap meta-data. Apart from allowing new insight into the seed region, this approach moreover provided an opportunity to systematically compare these different connectivity approaches. The results showed that the left anterior insula has a broad response profile and is part of multiple functional networks including language, memory and socio-emotional networks. As all these domains are linked with several symptoms of schizophrenia, dysfunction of the left anterior insula might be a crucial component contributing to this disorder. Moreover, although converging connectivity across all three connectivity approaches for the left anterior insula were found, also striking differences were observed. RS and MACM as functional connectivity approaches specifically revealed functional networks linked with internal cognition and active perceptual/language processes, respectively. SC, in turn, showed a clear preference for highlighting regions involved in social cognition. These differential connectivity results thus indicate that the use of multiple forms of connectivity is advantageous when investigating functional networks as conceptual differences between these approaches might lead to systematic variation in the revealed functional networks."
24763126,PMC4108513,10.1016/j.cortex.2014.02.022,Conceptualizing neuropsychiatric diseases with multimodal data-driven meta-analyses - the case of behavioral variant frontotemporal dementia.,"['Schroeter ML', 'Laird AR', 'Chwiesko C', 'Deuschl C', 'Schneider E', 'Bzdok D', 'Eickhoff SB', 'Neumann J']",2014,8,23,Cortex,57,,22-37,"INTRODUCTION: Uniform coordinate systems in neuroimaging research have enabled comprehensive systematic and quantitative meta-analyses. Such approaches are particularly relevant for neuropsychiatric diseases, the understanding of their symptoms, prediction and treatment. Behavioral variant frontotemporal dementia (bvFTD), a common neurodegenerative syndrome, is characterized by deep alterations in behavior and personality. Investigating this 'nexopathy' elucidates the healthy social and emotional brain. METHODS: Here, we combine three multimodal meta-analyses approaches - anatomical and activation likelihood estimates and behavioral domain profiles - to identify neural correlates of bvFTD in 417 patients and 406 control subjects and to extract mental functions associated with this disease by meta-analyzing functional activation studies in the comprehensive probabilistic functional brain atlas of the BrainMap database. RESULTS: The analyses identify the frontomedian cortex, basal ganglia, anterior insulae and thalamus as most relevant hubs, with a regional dissociation between atrophy and hypometabolism. Neural networks affected by bvFTD were associated with emotion and reward processing, empathy and executive functions (mainly inhibition), suggesting these functions as core domains affected by the disease and finally leading to its clinical symptoms. In contrast, changes in theory of mind or mentalizing abilities seem to be secondary phenomena of executive dysfunctions. CONCLUSIONS: The study creates a novel conceptual framework to understand neuropsychiatric diseases by powerful data-driven meta-analytic approaches that shall be extended to the whole neuropsychiatric spectrum in the future."
24681401,PMC4526025,10.1016/j.bandl.2014.02.001,The neural changes in connectivity of the voice network during voice pitch perturbation.,"['Flagmeier SG', 'Ray KL', 'Parkinson AL', 'Li K', 'Vargas R', 'Price LR', 'Laird AR', 'Larson CR', 'Robin DA']",2014,5,23,Brain Lang,132,,7-13,"Voice control is critical to communication. To date, studies have used behavioral, electrophysiological and functional data to investigate the neural correlates of voice control using perturbation tasks, but have yet to examine the interactions of these neural regions. The goal of this study was to use structural equation modeling of functional neuroimaging data to examine network properties of voice with and without perturbation. Results showed that the presence of a pitch shift, which was processed as an error in vocalization, altered connections between right STG and left STG. Other regions that revealed differences in connectivity during error detection and correction included bilateral inferior frontal gyrus, and the primary and pre motor cortices. Results indicated that STG plays a critical role in voice control, specifically, during error detection and correction. Additionally, pitch perturbation elicits changes in the voice network that suggest the right hemisphere is critical to pitch modulation."
24409112,PMC3864256,10.3389/fnins.2013.00240,Automated annotation of functional imaging experiments via multi-label classification.,"['Turner MD', 'Chakrabarti C', 'Jones TB', 'Xu JF', 'Fox PT', 'Luger GF', 'Laird AR', 'Turner JA']",2013,10,23,Front Neurosci,7,,240,"Identifying the experimental methods in human neuroimaging papers is important for grouping meaningfully similar experiments for meta-analyses. Currently, this can only be done by human readers. We present the performance of common machine learning (text mining) methods applied to the problem of automatically classifying or labeling this literature. Labeling terms are from the Cognitive Paradigm Ontology (CogPO), the text corpora are abstracts of published functional neuroimaging papers, and the methods use the performance of a human expert as training data. We aim to replicate the expert's annotation of multiple labels per abstract identifying the experimental stimuli, cognitive paradigms, response types, and other relevant dimensions of the experiments. We use several standard machine learning methods: naive Bayes (NB), k-nearest neighbor, and support vector machines (specifically SMO or sequential minimal optimization). Exact match performance ranged from only 15% in the worst cases to 78% in the best cases. NB methods combined with binary relevance transformations performed strongly and were robust to overfitting. This collection of results demonstrates what can be achieved with off-the-shelf software components and little to no pre-processing of raw text."
24399179,PMC4087104,10.1007/s00429-013-0698-0,Definition and characterization of an extended social-affective default network.,"['Amft M', 'Bzdok D', 'Laird AR', 'Fox PT', 'Schilbach L', 'Eickhoff SB']",2015,3,23,Brain Struct Funct,220,2,1031-49,"Recent evidence suggests considerable overlap between the default mode network (DMN) and regions involved in social, affective and introspective processes. We considered these overlapping regions as the social-affective part of the DMN. In this study, we established a robust mapping of the underlying brain network formed by these regions and those strongly connected to them (the extended social-affective default network). We first seeded meta-analytic connectivity modeling and resting-state analyses in the meta-analytically defined DMN regions that showed statistical overlap with regions associated with social and affective processing. Consensus connectivity of each seed was subsequently delineated by a conjunction across both connectivity analyses. We then functionally characterized the ensuing regions and performed several cluster analyses. Among the identified regions, the amygdala/hippocampus formed a cluster associated with emotional processes and memory functions. The ventral striatum, anterior cingulum, subgenual cingulum and ventromedial prefrontal cortex formed a heterogeneous subgroup associated with motivation, reward and cognitive modulation of affect. Posterior cingulum/precuneus and dorsomedial prefrontal cortex were associated with mentalizing, self-reference and autobiographic information. The cluster formed by the temporo-parietal junction and anterior middle temporal sulcus/gyrus was associated with language and social cognition. Taken together, the current work highlights a robustly interconnected network that may be central to introspective, socio-affective, that is, self- and other-related mental processes."
24339802,PMC3857551,10.3389/fnins.2013.00237,ICA model order selection of task co-activation networks.,"['Ray KL', 'McKay DR', 'Fox PM', 'Riedel MC', 'Uecker AM', 'Beckmann CF', 'Smith SM', 'Fox PT', 'Laird AR']",2013,10,23,Front Neurosci,7,,237,"Independent component analysis (ICA) has become a widely used method for extracting functional networks in the brain during rest and task. Historically, preferred ICA dimensionality has widely varied within the neuroimaging community, but typically varies between 20 and 100 components. This can be problematic when comparing results across multiple studies because of the impact ICA dimensionality has on the topology of its resultant components. Recent studies have demonstrated that ICA can be applied to peak activation coordinates archived in a large neuroimaging database (i.e., BrainMap Database) to yield whole-brain task-based co-activation networks. A strength of applying ICA to BrainMap data is that the vast amount of metadata in BrainMap can be used to quantitatively assess tasks and cognitive processes contributing to each component. In this study, we investigated the effect of model order on the distribution of functional properties across networks as a method for identifying the most informative decompositions of BrainMap-based ICA components. Our findings suggest dimensionality of 20 for low model order ICA to examine large-scale brain networks, and dimensionality of 70 to provide insight into how large-scale networks fractionate into sub-networks. We also provide a functional and organizational assessment of visual, motor, emotion, and interoceptive task co-activation networks as they fractionate from low to high model-orders."
24220041,PMC4801480,10.1016/j.neuroimage.2013.11.001,Neural network of cognitive emotion regulation--an ALE meta-analysis and MACM analysis.,"['Kohn N', 'Eickhoff SB', 'Scheller M', 'Laird AR', 'Fox PT', 'Habel U']",2014,2,15,Neuroimage,87,,345-55,"Cognitive regulation of emotions is a fundamental prerequisite for intact social functioning which impacts on both well being and psychopathology. The neural underpinnings of this process have been studied intensively in recent years, without, however, a general consensus. We here quantitatively summarize the published literature on cognitive emotion regulation using activation likelihood estimation in fMRI and PET (23 studies/479 subjects). In addition, we assessed the particular functional contribution of identified regions and their interactions using quantitative functional inference and meta-analytic connectivity modeling, respectively. In doing so, we developed a model for the core brain network involved in emotion regulation of emotional reactivity. According to this, the superior temporal gyrus, angular gyrus and (pre) supplementary motor area should be involved in execution of regulation initiated by frontal areas. The dorsolateral prefrontal cortex may be related to regulation of cognitive processes such as attention, while the ventrolateral prefrontal cortex may not necessarily reflect the regulatory process per se, but signals salience and therefore the need to regulate. We also identified a cluster in the anterior middle cingulate cortex as a region, which is anatomically and functionally in an ideal position to influence behavior and subcortical structures related to affect generation. Hence this area may play a central, integrative role in emotion regulation. By focusing on regions commonly active across multiple studies, this proposed model should provide important a priori information for the assessment of dysregulated emotion regulation in psychiatric disorders."
